genome,completeness,contamination,length,N50
14_1009_12_40cm_Bacteria_8806_57_8.fasta,19.62,0.28,,
14_1009_12_40cm_Bacteria_8828_66_7.fasta,19.06,0.0,,
14_1009_12_40cm_Bacteria_8888_70_4.fasta,19.06,1.72,,
14_1009_12_40cm_unknown_8901_54_10.fasta,18.45,3.56,,
14_1009_12_40cm_Bacteria_8906_65_14.fasta,17.87,5.17,,
14_1009_12_40cm_Actinobacteria_8811_69_5.fasta,17.53,0.09,,
14_1009_12_40cm_Rhizobiales_8825_62_10.fasta,17.49,1.97,,
14_1009_12_40cm_Thaumarchaeota_8870_39_7.fasta,17.48,0.97,,
14_1009_12_40cm_Bacteria_8849_67_6.fasta,17.44,0.0,,
14_1009_12_40cm_Bacteria_8827_67_5.fasta,17.24,0.86,,
14_1009_12_40cm_unknown_8817_55_8.fasta,17.18,0.69,,
14_1009_12_40cm_Bacteria_8872_56_4.fasta,16.7,3.45,,
14_1009_12_40cm_Euryarchaeota_8893_64_9.fasta,16.36,0.93,,
14_1009_12_40cm_Bacteria_8786_67_6.fasta,15.89,0.43,,
14_1009_12_40cm_Euryarchaeota_8869_63_13.fasta,15.89,1.87,,
14_1009_12_40cm_unknown_8881_52_9.fasta,15.53,0.0,,
14_1009_12_40cm_Bacteria_8911_66_10.fasta,15.26,0.0,,
14_1009_12_40cm_Bacteria_8829_65_6.fasta,15.22,0.0,,
14_1009_12_40cm_Bacteria_8793_65_7.fasta,14.63,1.1,,
14_1009_12_40cm_Acidobacteria_8884_59_8.fasta,13.89,0.0,,
14_1009_12_40cm_Bacteria_8834_65_7.fasta,13.71,0.0,,
14_1009_12_40cm_Bacteria_8842_57_5.fasta,13.66,0.0,,
14_1009_12_40cm_unknown_8895_63_17.fasta,13.55,0.0,,
14_1009_12_40cm_Bacteria_8790_66_6.fasta,12.97,1.13,,
14_1009_12_40cm_Bacteria_8900_63_7.fasta,12.47,5.17,,
14_1009_12_40cm_Actinobacteria_8882_69_5.fasta,12.07,0.0,,
14_1009_12_40cm_Bacteria_8874_60_11.fasta,11.72,0.0,,
14_1009_12_40cm_unknown_8896_35_4.fasta,11.52,0.0,,
14_1009_12_40cm_Bacteria_8878_70_7.fasta,11.03,0.08,,
14_1009_12_40cm_Bacteria_8914_55_4.fasta,10.82,0.86,,
14_1009_12_40cm_Bacteria_8883_65_7.fasta,10.47,0.0,,
14_1009_12_40cm_Bacteria_8909_56_6.fasta,10.42,0.0,,
14_1009_12_40cm_Bacteria_8835_63_6.fasta,9.66,1.37,,
14_1009_12_40cm_Bacteria_8859_69_13.fasta,9.4,0.0,,
14_1009_12_40cm_Bacteria_8919_54_11.fasta,9.22,0.86,,
14_1009_12_40cm_Bacteria_8798_66_8.fasta,8.84,0.0,,
14_1009_12_40cm_Proteobacteria_8915_66_4.fasta,8.77,0.0,,
14_1009_12_40cm_Nitrospirae_8916_63_26.fasta,8.77,0.0,,
14_1009_12_40cm_Actinobacteria_8910_69_5.fasta,8.47,0.0,,
14_1009_12_40cm_Bacteria_8913_55_6.fasta,8.41,0.47,,
14_1009_12_40cm_Bacteria_8907_56_9.fasta,7.49,0.0,,
14_1009_12_40cm_unknown_8917_52_7.fasta,7.39,0.0,,
14_1009_12_40cm_Proteobacteria_8836_64_10.fasta,7.2,0.6,,
14_1009_12_40cm_Bacteria_8843_60_7.fasta,6.8,0.29,,
14_1009_12_40cm_Bacteria_8832_55_5.fasta,6.21,0.0,,
14_1009_12_40cm_Bacteria_8860_66_6.fasta,6.11,0.0,,
14_1009_12_40cm_Bacteria_8891_65_6.fasta,6.06,1.75,,
14_1009_12_40cm_Bacteria_8853_65_5.fasta,5.8,0.0,,
14_1009_12_40cm_unknown_8908_57_7.fasta,5.32,0.0,,
14_1009_12_40cm_Euryarchaeota_8894_63_25.fasta,4.17,0.0,,
14_1009_12_40cm_Rhizobiales_8852_63_7.fasta,4.08,0.0,,
14_1009_12_40cm_Bacteria_8920_56_8.fasta,3.27,0.0,,
14_1009_12_40cm_Bacteria_8921_66_17.fasta,1.15,0.0,,
14_1009_12_40cm_Bacteria_8844_55_6.fasta,0.56,0.0,,
14_1009_13_20cm_Gemmatimonadetes_8924_69_9.fasta,98.5,6.59,3592903.0,31746.0
14_1009_13_20cm_Bacteria_8925_66_14.fasta,98.15,6.13,3558792.0,68273.0
14_1009_13_20cm_Betaproteobacteria_8923_66_10.fasta,96.87,3.52,3793869.0,30534.0
14_1009_13_20cm_Bacteria_8998_55_10.fasta,96.28,48.5,,
14_1009_13_20cm_Bacteria_8929_66_8.fasta,95.83,5.0,3267264.0,31618.0
14_1009_13_20cm_Bacteria_8927_66_8.fasta,95.37,1.01,2469889.0,32984.0
14_1009_13_20cm_Betaproteobacteria_8939_65_15.fasta,95.27,2.79,3865840.0,29043.0
14_1009_13_20cm_Bacteria_8943_68_8.fasta,95.05,1.98,2964799.0,42101.0
14_1009_13_20cm_Acidobacteria_8926_56_6.fasta,94.44,3.85,5044374.0,54082.0
14_1009_13_20cm_Deltaproteobacteria_8933_68_7.fasta,94.34,4.03,5029050.0,31199.0
14_1009_13_20cm_Bacteria_8942_66_11.fasta,93.98,5.28,3387186.0,10467.0
14_1009_13_20cm_Proteobacteria_8922_67_8.fasta,93.11,4.39,4187139.0,16479.0
14_1009_13_20cm_Gemmatimonadetes_8980_68_8.fasta,92.7,6.41,3450749.0,10653.0
14_1009_13_20cm_Actinobacteria_8944_68_6.fasta,92.66,1.41,2452320.0,13728.0
14_1009_13_20cm_unknown_8931_52_11.fasta,92.06,2.8,2053440.0,20303.0
14_1009_13_20cm_Bacteria_8954_66_7.fasta,91.23,0.93,2859938.0,23981.0
14_1009_13_20cm_Bacteria_8932_54_8.fasta,90.81,9.63,2404366.0,11986.0
14_1009_13_20cm_Bradyrhizobium_8973_62_8.fasta,90.63,4.08,5193659.0,23905.0
14_1009_13_20cm_Proteobacteria_8952_68_7.fasta,90.31,5.22,3278607.0,8877.0
14_1009_13_20cm_Bacteria_8936_67_13.fasta,90.1,0.0,2811532.0,23934.0
14_1009_13_20cm_unknown_9059_52_11.fasta,88.83,20.39,2604414.0,9080.0
14_1009_13_20cm_Bacteria_8945_55_10.fasta,88.6,5.8,2524053.0,8684.0
14_1009_13_20cm_Bradyrhizobium_8951_60_7.fasta,87.94,6.01,5283924.0,8933.0
14_1009_13_20cm_Actinobacteria_9007_69_6.fasta,87.82,12.5,3263677.0,25403.0
14_1009_13_20cm_Rokubacteria_8930_69_6.fasta,87.69,9.16,5099718.0,19503.0
14_1009_13_20cm_Deltaproteobacteria_8971_68_6.fasta,87.4,2.14,4439233.0,15123.0
14_1009_13_20cm_Bacteria_8938_55_7.fasta,87.05,8.51,3390285.0,13534.0
14_1009_13_20cm_Bacteria_8955_54_8.fasta,87.01,7.6,2529507.0,6460.0
14_1009_13_20cm_Bacteria_9024_55_7.fasta,86.72,33.63,,
14_1009_13_20cm_Bacteria_8947_65_7.fasta,86.47,1.85,2860883.0,14115.0
14_1009_13_20cm_Bacteria_8956_55_6.fasta,86.29,4.25,2199943.0,10909.0
14_1009_13_20cm_Bacteria_8965_54_6.fasta,86.2,14.67,6328727.0,8954.0
14_1009_13_20cm_Gemmatimonadetes_8987_66_6.fasta,85.95,2.3,2768445.0,12231.0
14_1009_13_20cm_Bacteria_8928_67_7.fasta,85.81,0.99,2588066.0,14331.0
14_1009_13_20cm_Bacteria_8972_65_5.fasta,85.75,2.57,2932261.0,14444.0
14_1009_13_20cm_Bacteria_8940_57_7.fasta,85.3,2.56,6447612.0,11238.0
14_1009_13_20cm_Alphaproteobacteria_8961_63_8.fasta,84.89,5.0,5436319.0,6590.0
14_1009_13_20cm_Bacteria_8946_55_8.fasta,83.11,2.03,2810838.0,12659.0
14_1009_13_20cm_Rokubacteria_8968_70_11.fasta,82.98,5.95,5830291.0,7344.0
14_1009_13_20cm_Bacteria_8941_70_6.fasta,80.6,9.41,4209870.0,10410.0
14_1009_13_20cm_Actinobacteria_8966_68_7.fasta,80.54,0.43,2110986.0,12142.0
14_1009_13_20cm_Bacteria_8964_55_8.fasta,80.14,6.54,2588039.0,11370.0
14_1009_13_20cm_Bacteria_8949_55_7.fasta,79.63,12.3,2447102.0,8519.0
14_1009_13_20cm_Verrucomicrobia_8935_55_16.fasta,78.78,1.17,1839215.0,12815.0
14_1009_13_20cm_Bacteria_8959_68_5.fasta,78.63,0.11,2094043.0,7975.0
14_1009_13_20cm_Acidobacteria_8962_54_4.fasta,78.01,0.85,4472401.0,9608.0
14_1009_13_20cm_Bacteria_8985_67_5.fasta,75.25,6.93,2511297.0,11404.0
14_1009_13_20cm_Betaproteobacteria_8988_62_5.fasta,74.61,3.78,,
14_1009_13_20cm_Acidobacteria_8934_55_6.fasta,74.05,3.85,,
14_1009_13_20cm_Bacteria_8953_67_8.fasta,73.99,1.39,,
14_1009_13_20cm_Bacteria_8969_68_5.fasta,73.93,8.75,,
14_1009_13_20cm_Bacteria_9002_54_14.fasta,72.64,3.94,,
14_1009_13_20cm_Euryarchaeota_8979_63_6.fasta,72.41,3.2,,
14_1009_13_20cm_Betaproteobacteria_8976_63_5.fasta,72.34,3.84,,
14_1009_13_20cm_Actinobacteria_8970_70_7.fasta,71.18,2.09,,
14_1009_13_20cm_Verrucomicrobia_8950_54_10.fasta,69.69,1.42,,
14_1009_13_20cm_Ktedonobacter_racemifer_8992_52_5.fasta,69.0,3.96,,
14_1009_13_20cm_Actinobacteria_8986_70_4.fasta,67.86,2.56,,
14_1009_13_20cm_Bacteria_8957_55_4.fasta,67.45,1.35,,
14_1009_13_20cm_Bacteria_9023_55_14.fasta,65.46,18.13,,
14_1009_13_20cm_Bacteria_8974_55_6.fasta,65.37,3.21,,
14_1009_13_20cm_Bacteria_9009_54_13.fasta,64.49,8.11,,
14_1009_13_20cm_Bacteria_8937_57_5.fasta,64.14,1.03,,
14_1009_13_20cm_Gemmatimonadetes_8978_69_6.fasta,64.0,2.85,,
14_1009_13_20cm_Bacteria_9047_56_12.fasta,63.74,18.71,,
14_1009_13_20cm_Gemmatimonadetes_9022_68_6.fasta,63.69,3.3,,
14_1009_13_20cm_Betaproteobacteria_8999_66_6.fasta,62.97,6.48,,
14_1009_13_20cm_Alphaproteobacteria_8948_65_15.fasta,61.01,2.72,,
14_1009_13_20cm_Bacteria_9003_67_4.fasta,60.76,3.21,,
14_1009_13_20cm_Bacteria_9010_65_7.fasta,59.32,3.7,,
14_1009_13_20cm_Bacteria_8960_72_9.fasta,59.24,1.64,,
14_1009_13_20cm_Gemmatimonadetes_8958_63_5.fasta,59.07,1.1,,
14_1009_13_20cm_Bacteria_8975_69_4.fasta,59.03,0.31,,
14_1009_13_20cm_Rokubacteria_9004_70_5.fasta,57.74,1.83,,
14_1009_13_20cm_Bacteria_9051_55_11.fasta,57.44,20.7,,
14_1009_13_20cm_Proteobacteria_8963_67_4.fasta,55.73,4.72,,
14_1009_13_20cm_Bacteria_8983_54_5.fasta,55.64,1.35,,
14_1009_13_20cm_Bacteria_9019_66_5.fasta,55.25,1.79,,
14_1009_13_20cm_Bacteria_8984_66_5.fasta,54.82,1.85,,
14_1009_13_20cm_Bacteria_8996_67_4.fasta,54.33,1.03,,
14_1009_13_20cm_Bacteria_9049_55_8.fasta,54.02,4.47,,
14_1009_13_20cm_Bacteria_8977_65_5.fasta,53.71,0.0,,
14_1009_13_20cm_Euryarchaeota_9041_64_6.fasta,53.47,5.12,,
14_1009_13_20cm_Gemmatimonadetes_8990_69_7.fasta,53.12,1.1,,
14_1009_13_20cm_Bacteria_8991_54_5.fasta,52.58,1.35,,
14_1009_13_20cm_Bacteria_8993_70_9.fasta,51.82,5.49,,
14_1009_13_20cm_Bacteria_8982_67_4.fasta,51.68,3.56,,
14_1009_13_20cm_Bacteria_9027_54_5.fasta,50.66,12.43,,
14_1009_13_20cm_Bacteria_9031_55_7.fasta,50.32,5.74,,
14_1009_13_20cm_Bacteria_9067_64_4.fasta,50.13,5.56,,
14_1009_13_20cm_Euryarchaeota_9018_65_6.fasta,45.18,0.84,,
14_1009_13_20cm_Bacteria_9052_55_8.fasta,43.99,12.13,,
14_1009_13_20cm_Rokubacteria_9011_68_5.fasta,43.86,1.88,,
14_1009_13_20cm_Betaproteobacteria_9008_63_4.fasta,43.08,3.44,,
14_1009_13_20cm_Acidobacteria_9014_53_4.fasta,42.65,0.0,,
14_1009_13_20cm_Bacteria_9033_55_10.fasta,42.07,4.05,,
14_1009_13_20cm_Bacteria_8989_70_5.fasta,41.69,2.56,,
14_1009_13_20cm_Actinobacteria_9006_69_4.fasta,41.42,0.0,,
14_1009_13_20cm_Bacteria_9038_66_4.fasta,40.76,3.58,,
14_1009_13_20cm_Candidatus_Koribacter_versatilis_8967_59_9.fasta,40.41,1.01,,
14_1009_13_20cm_Bradyrhizobium_9035_61_5.fasta,40.1,5.67,,
14_1009_13_20cm_Acidobacteria_9000_56_4.fasta,39.36,0.11,,
14_1009_13_20cm_Proteobacteria_9042_64_9.fasta,37.7,9.49,,
14_1009_13_20cm_Nitrospirae_8995_55_4.fasta,36.43,0.0,,
14_1009_13_20cm_Bacteria_9001_54_4.fasta,35.77,0.05,,
14_1009_13_20cm_Bacteria_9012_55_12.fasta,35.56,0.81,,
14_1009_13_20cm_Gemmatimonadetes_8994_70_11.fasta,35.54,0.0,,
14_1009_13_20cm_Bacteria_9016_54_7.fasta,35.32,1.69,,
14_1009_13_20cm_Alphaproteobacteria_9034_64_4.fasta,35.01,1.46,,
14_1009_13_20cm_Bacteria_9032_66_4.fasta,34.27,4.95,,
14_1009_13_20cm_Acidobacteria_9043_59_8.fasta,33.91,0.0,,
14_1009_13_20cm_Actinobacteria_9017_67_6.fasta,32.87,3.45,,
14_1009_13_20cm_Verrucomicrobia_8981_56_13.fasta,32.1,0.34,,
14_1009_13_20cm_Bacteria_9061_69_9.fasta,31.22,4.23,,
14_1009_13_20cm_Bacteria_9013_65_4.fasta,31.06,0.0,,
14_1009_13_20cm_Bacteria_9025_55_8.fasta,28.52,3.11,,
14_1009_13_20cm_Gemmatimonadetes_9060_69_10.fasta,27.59,0.69,,
14_1009_13_20cm_Proteobacteria_9020_66_4.fasta,24.67,1.61,,
14_1009_13_20cm_Bacteria_9050_54_6.fasta,23.7,0.68,,
14_1009_13_20cm_Bacteria_8997_55_4.fasta,23.02,0.0,,
14_1009_13_20cm_Bacteria_9070_66_6.fasta,22.28,5.02,,
14_1009_13_20cm_Bacteria_9069_58_4.fasta,21.08,0.0,,
14_1009_13_20cm_Bacteria_9026_67_5.fasta,20.82,0.0,,
14_1009_13_20cm_Actinobacteria_9046_67_6.fasta,20.17,1.29,,
14_1009_13_20cm_Bacteria_9054_55_8.fasta,18.97,0.0,,
14_1009_13_20cm_Bacteria_9029_72_9.fasta,18.87,0.8,,
14_1009_13_20cm_Bacteria_9028_55_7.fasta,18.64,0.0,,
14_1009_13_20cm_Bacteria_9068_67_5.fasta,18.18,2.66,,
14_1009_13_20cm_Bacteria_9039_67_6.fasta,17.77,0.0,,
14_1009_13_20cm_unknown_9062_52_6.fasta,15.26,0.0,,
14_1009_13_20cm_Proteobacteria_9055_67_4.fasta,14.91,1.75,,
14_1009_13_20cm_Bacteria_9053_55_11.fasta,14.91,0.0,,
14_1009_13_20cm_unknown_9063_52_8.fasta,14.56,1.46,,
14_1009_13_20cm_Bacteria_9056_55_11.fasta,12.34,0.0,,
14_1009_13_20cm_Bacteria_9057_65_7.fasta,12.07,0.0,,
14_1009_13_20cm_Bacteria_9005_60_4.fasta,11.49,0.1,,
14_1009_13_20cm_Bacteria_9021_70_5.fasta,9.61,0.0,,
14_1009_13_20cm_Bacteria_9058_68_6.fasta,9.56,0.0,,
14_1009_13_20cm_Bacteria_9030_54_12.fasta,9.25,0.0,,
14_1009_13_20cm_Bradyrhizobium_9015_62_6.fasta,9.2,0.16,,
14_1009_13_20cm_Bacteria_9040_67_7.fasta,8.53,0.62,,
14_1009_13_20cm_Bacteria_9066_66_5.fasta,8.53,0.0,,
14_1009_13_20cm_Bacteria_9048_56_6.fasta,8.46,0.0,,
14_1009_13_20cm_Bacteria_9065_70_4.fasta,8.33,0.0,,
14_1009_13_20cm_Bacteria_9045_65_7.fasta,7.68,0.0,,
14_1009_13_20cm_Bacteria_9044_57_10.fasta,6.48,0.0,,
14_1009_13_20cm_Acidobacteria_9036_54_4.fasta,5.36,0.0,,
14_1009_13_20cm_Bacteria_9064_54_8.fasta,4.14,0.0,,
14_1009_13_20cm_Rhizobiales_9037_60_7.fasta,3.77,0.0,,
14_1009_13_30cm_Bacteria_9071_66_16.fasta,99.07,2.78,3318353.0,79345.0
14_1009_13_30cm_Bacteria_9087_67_8.fasta,98.25,1.1,2694134.0,48503.0
14_1009_13_30cm_Gemmatimonadetes_9086_69_14.fasta,97.1,5.07,3750234.0,46308.0
14_1009_13_30cm_Bacteria_9084_70_9.fasta,97.03,0.22,3233176.0,50934.0
14_1009_13_30cm_Bacteria_9097_66_16.fasta,96.91,1.56,3267243.0,42605.0
14_1009_13_30cm_Bacteria_9195_69_9.fasta,96.7,9.75,4127761.0,15257.0
14_1009_13_30cm_Bacteria_9075_65_12.fasta,96.3,1.32,3292906.0,17676.0
14_1009_13_30cm_Bacteria_9099_55_14.fasta,96.25,6.97,3281608.0,12783.0
14_1009_13_30cm_Bacteria_9094_67_12.fasta,96.04,2.48,3404453.0,28174.0
14_1009_13_30cm_Bacteria_9077_67_18.fasta,96.04,2.09,3050116.0,31107.0
14_1009_13_30cm_Bacteria_9102_66_8.fasta,95.83,3.58,3079501.0,25804.0
14_1009_13_30cm_Gemmatimonadetes_9110_68_12.fasta,95.6,4.01,3566689.0,22674.0
14_1009_13_30cm_Bacteria_9072_66_14.fasta,95.37,6.48,3164872.0,26782.0
14_1009_13_30cm_Gemmatimonadetes_9101_69_21.fasta,95.05,3.3,3760825.0,46996.0
14_1009_13_30cm_Gemmatimonadetes_9111_68_7.fasta,94.6,4.6,3206488.0,23071.0
14_1009_13_30cm_Gemmatimonadetes_9083_66_17.fasta,94.51,1.65,3324700.0,64772.0
14_1009_13_30cm_Bacteria_9103_57_10.fasta,93.73,2.67,6281616.0,47573.0
14_1009_13_30cm_Actinobacteria_9104_69_9.fasta,93.21,8.48,2470087.0,8677.0
14_1009_13_30cm_Proteobacteria_9082_68_9.fasta,92.97,2.49,3547734.0,20837.0
14_1009_13_30cm_Bacteria_9108_59_8.fasta,92.82,6.32,7823674.0,15665.0
14_1009_13_30cm_Bacteria_9079_66_10.fasta,92.51,1.65,3090659.0,27577.0
14_1009_13_30cm_Gemmatimonadetes_9074_66_17.fasta,92.49,2.2,3356948.0,57788.0
14_1009_13_30cm_Gemmatimonadetes_9128_70_19.fasta,92.36,5.01,3115398.0,19926.0
14_1009_13_30cm_Gemmatimonadetes_9124_69_14.fasta,92.31,3.58,3782083.0,15386.0
14_1009_13_30cm_Bacteria_9095_55_10.fasta,91.78,7.44,3624520.0,23909.0
14_1009_13_30cm_unknown_9115_52_8.fasta,91.75,1.94,2512629.0,42606.0
14_1009_13_30cm_Bacteria_9073_70_12.fasta,91.32,6.72,5527582.0,14265.0
14_1009_13_30cm_Gemmatimonadetes_9091_70_8.fasta,91.11,6.54,2808634.0,18854.0
14_1009_13_30cm_Bacteria_9093_69_12.fasta,90.81,5.88,5640393.0,76249.0
14_1009_13_30cm_Nitrospirae_9078_59_6.fasta,90.75,1.82,2503148.0,18622.0
14_1009_13_30cm_Gemmatimonadetes_9158_69_10.fasta,90.69,2.46,3350725.0,32701.0
14_1009_13_30cm_Bacteria_9126_71_8.fasta,90.03,9.06,4890183.0,11502.0
14_1009_13_30cm_Deltaproteobacteria_9090_55_7.fasta,89.49,3.94,5124842.0,9236.0
14_1009_13_30cm_Bacteria_9127_60_7.fasta,89.48,3.42,4062400.0,12338.0
14_1009_13_30cm_Bacteria_9096_66_10.fasta,89.16,5.56,2686318.0,10636.0
14_1009_13_30cm_Rokubacteria_9092_70_16.fasta,88.98,4.01,5897638.0,86733.0
14_1009_13_30cm_Bacteria_9203_58_11.fasta,88.89,8.61,7853154.0,13809.0
14_1009_13_30cm_Bacteria_9076_68_12.fasta,88.65,10.31,5714748.0,24215.0
14_1009_13_30cm_Rokubacteria_9085_71_8.fasta,88.15,3.56,4342722.0,44601.0
14_1009_13_30cm_Bacteria_9121_69_7.fasta,87.53,1.19,2519401.0,15061.0
14_1009_13_30cm_RIF_CHLX_9080_68_7.fasta,86.88,0.93,2991274.0,21647.0
14_1009_13_30cm_Bacteria_9089_68_9.fasta,86.79,5.33,6086714.0,23333.0
14_1009_13_30cm_Bacteria_9164_55_9.fasta,86.5,5.83,2690986.0,6615.0
14_1009_13_30cm_Bacteria_9155_56_11.fasta,86.37,10.31,6373207.0,5311.0
14_1009_13_30cm_Deltaproteobacteria_9113_68_7.fasta,85.95,6.1,4499476.0,9533.0
14_1009_13_30cm_Bacteria_9129_66_7.fasta,85.77,1.95,2596642.0,12201.0
14_1009_13_30cm_Bacteria_9157_63_8.fasta,85.61,3.96,2357344.0,16402.0
14_1009_13_30cm_Euryarchaeota_9134_64_21.fasta,85.25,12.49,2181648.0,7905.0
14_1009_13_30cm_Bacteria_9109_57_6.fasta,85.04,2.56,5328589.0,10480.0
14_1009_13_30cm_Bacteria_9120_66_12.fasta,84.76,9.72,2803792.0,7876.0
14_1009_13_30cm_Rokubacteria_9100_70_18.fasta,84.54,3.82,3965281.0,13104.0
14_1009_13_30cm_Alphaproteobacteria_9118_65_10.fasta,84.46,3.47,4128150.0,6313.0
14_1009_13_30cm_Rokubacteria_9081_69_18.fasta,84.19,3.53,3434009.0,16319.0
14_1009_13_30cm_Bacteria_9117_55_23.fasta,83.96,0.81,2426661.0,12625.0
14_1009_13_30cm_Bacteria_9116_65_8.fasta,83.95,6.02,2603889.0,13620.0
14_1009_13_30cm_Betaproteobacteria_9140_65_8.fasta,83.63,10.6,3849913.0,7501.0
14_1009_13_30cm_Bacteria_9137_55_8.fasta,83.52,5.16,2429914.0,8079.0
14_1009_13_30cm_Bacteria_9169_67_11.fasta,83.11,4.26,2411096.0,13839.0
14_1009_13_30cm_Bacteria_9148_70_6.fasta,82.62,2.52,3407872.0,6830.0
14_1009_13_30cm_Bacteria_9088_55_9.fasta,82.17,6.8,2431834.0,9421.0
14_1009_13_30cm_Rokubacteria_9135_70_10.fasta,81.53,2.87,5720982.0,10093.0
14_1009_13_30cm_Deltaproteobacteria_9188_68_7.fasta,81.53,5.63,3944895.0,6975.0
14_1009_13_30cm_Bacteria_9138_55_6.fasta,81.46,4.32,6680565.0,6464.0
14_1009_13_30cm_Bacteria_9123_55_19.fasta,81.36,6.53,2333986.0,7666.0
14_1009_13_30cm_Gemmatimonadetes_9114_66_7.fasta,80.21,1.23,2975399.0,10387.0
14_1009_13_30cm_Bacteria_9112_55_7.fasta,79.7,3.42,2361604.0,8997.0
14_1009_13_30cm_Rokubacteria_9098_70_7.fasta,79.07,2.64,4298441.0,22717.0
14_1009_13_30cm_Betaproteobacteria_9287_65_8.fasta,78.87,41.98,,
14_1009_13_30cm_Archaea_9180_52_22.fasta,78.74,2.8,1618453.0,22278.0
14_1009_13_30cm_unknown_9162_52_15.fasta,78.43,10.75,2051975.0,11904.0
14_1009_13_30cm_Bacteria_9212_66_9.fasta,77.84,12.64,2445533.0,5822.0
14_1009_13_30cm_Bacteria_9225_55_15.fasta,77.42,11.05,2332025.0,4740.0
14_1009_13_30cm_Bacteria_9245_72_15.fasta,77.09,8.12,4129237.0,7789.0
14_1009_13_30cm_Bacteria_9122_67_8.fasta,76.97,6.93,2509542.0,14689.0
14_1009_13_30cm_Nitrospirae_9136_62_9.fasta,75.85,4.08,1923205.0,5284.0
14_1009_13_30cm_Bacteria_9170_54_23.fasta,75.84,1.42,2749722.0,14025.0
14_1009_13_30cm_Bacteria_9161_55_11.fasta,75.41,3.38,1795114.0,10506.0
14_1009_13_30cm_Bacteria_9214_67_10.fasta,74.37,5.15,,
14_1009_13_30cm_Gemmatimonadetes_9152_69_6.fasta,72.98,0.0,,
14_1009_13_30cm_Bacteria_9139_67_11.fasta,72.67,2.26,,
14_1009_13_30cm_Acidobacteria_9202_57_6.fasta,72.67,1.03,,
14_1009_13_30cm_Bacteria_9125_54_6.fasta,72.67,1.01,,
14_1009_13_30cm_Actinobacteria_9220_70_8.fasta,72.33,5.14,,
14_1009_13_30cm_Solirubrobacterales_9130_70_6.fasta,72.1,1.71,,
14_1009_13_30cm_Bacteria_9151_72_7.fasta,71.91,3.23,,
14_1009_13_30cm_Betaproteobacteria_9149_62_6.fasta,70.92,0.98,,
14_1009_13_30cm_Betaproteobacteria_9106_63_6.fasta,70.49,0.63,,
14_1009_13_30cm_Gemmatimonadetes_9207_69_6.fasta,70.4,7.14,,
14_1009_13_30cm_Alphaproteobacteria_9105_64_7.fasta,70.02,2.95,,
14_1009_13_30cm_Bacteria_9183_54_22.fasta,69.71,4.76,,
14_1009_13_30cm_Bacteria_9171_55_18.fasta,69.51,7.03,,
14_1009_13_30cm_Euryarchaeota_9150_64_10.fasta,68.27,4.53,,
14_1009_13_30cm_Bacteria_9217_55_6.fasta,67.88,2.75,,
14_1009_13_30cm_Nitrospirae_9107_63_7.fasta,66.61,1.82,,
14_1009_13_30cm_Euryarchaeota_9167_64_27.fasta,66.48,10.08,,
14_1009_13_30cm_Bacteria_10602_56_6.fasta,66.26,2.56,,
14_1009_13_30cm_Gemmatimonadetes_9132_69_6.fasta,66.14,0.0,,
14_1009_13_30cm_Bacteria_9168_68_7.fasta,65.69,7.8,,
14_1009_13_30cm_Gemmatimonadetes_9144_70_6.fasta,64.31,0.0,,
14_1009_13_30cm_Chloroflexi_9141_70_7.fasta,63.53,1.19,,
14_1009_13_30cm_Betaproteobacteria_9159_64_8.fasta,63.43,3.86,,
14_1009_13_30cm_Bacteria_9198_55_7.fasta,63.0,10.31,,
14_1009_13_30cm_Verrucomicrobia_9145_55_16.fasta,61.95,3.28,,
14_1009_13_30cm_Gemmatimonadetes_9146_69_25.fasta,61.72,0.06,,
14_1009_13_30cm_Bacteria_9199_55_18.fasta,61.52,3.22,,
14_1009_13_30cm_Acidobacteria_9142_56_5.fasta,61.37,0.0,,
14_1009_13_30cm_Bacteria_9143_55_5.fasta,61.36,1.35,,
14_1009_13_30cm_Bacteria_9213_66_8.fasta,61.29,0.93,,
14_1009_13_30cm_Euryarchaeota_9156_65_22.fasta,60.97,3.6,,
14_1009_13_30cm_Ktedonobacter_racemifer_9186_53_6.fasta,60.95,3.14,,
14_1009_13_30cm_Acidobacteriales_9160_59_11.fasta,60.94,4.11,,
14_1009_13_30cm_Bacteria_9119_69_11.fasta,59.72,3.09,,
14_1009_13_30cm_Bacteria_9190_56_5.fasta,59.48,0.34,,
14_1009_13_30cm_Betaproteobacteria_9153_62_5.fasta,59.21,0.63,,
14_1009_13_30cm_Bacteria_9187_67_10.fasta,59.19,1.98,,
14_1009_13_30cm_Bacteria_9133_56_13.fasta,59.18,0.68,,
14_1009_13_30cm_Bacteria_9196_55_6.fasta,57.62,12.32,,
14_1009_13_30cm_Euryarchaeota_9208_64_37.fasta,56.3,6.22,,
14_1009_13_30cm_Archaea_9173_53_6.fasta,55.54,3.24,,
14_1009_13_30cm_Bradyrhizobium_9291_62_8.fasta,54.59,8.39,,
14_1009_13_30cm_Bacteria_9192_55_6.fasta,54.34,2.7,,
14_1009_13_30cm_Armatimonadetes_9131_66_38.fasta,52.42,0.93,,
14_1009_13_30cm_Thaumarchaeota_9174_39_5.fasta,51.8,0.49,,
14_1009_13_30cm_unknown_9147_52_33.fasta,51.27,2.43,,
14_1009_13_30cm_Bacteria_9176_72_5.fasta,50.97,1.71,,
